Serial Number,Dataset Name,Resource ID,Published Date,Number of Rows,Number of Columns
17,State-wise Financial assistance provided for Upgradation of Psychiatry wings of Govt. Medical Colleges and General Hospitals under National Mental Health Programme from 2005-06 to 2008-09 (From: Ministry of Health and Family Welfare) - Mizoram,4f91ee68-7eb2-41da-8af2-accb0214542e,2026-02-26,64,0
18,States/Uts-wise Infant Mortality Rate by residence (SRS) from 2011 to 2013 (From: Ministry of Health and Family Welfare) - Nagaland,1b88d2f8-6650-46e9-893c-38c4969fe59f,2026-02-26,243,0
19,"State-wise number of Laboratory Technicians at Primary Health Centres (PHCs) & central health centre (CHCs) as on 31st March, 2013 (From: Ministry of Health and Family Welfare) - Odisha",5203e6b3-df26-4517-902b-0c6b3207a7be,2026-02-26,347,0
20,India and bigger States Trends in Under-Five Mortality Rates (U5MR) by residence from 2011 to 2013 (From: Ministry of Health and Family Welfare) - Punjab,8d3ecc4e-16a9-4a9e-9b49-7f71ae1d76ec,2026-02-26,233,0
21,"State-wise number of Health Worker [Female] / ANM at Sub Centre As on 31st March, 2014 (From: Ministry of Health and Family Welfare) - Rajasthan",1bc14148-1069-41c6-8bf5-454b2d361982,2026-02-26,50,0
22,"State-wise number of Nursing Staff at Primary Health Centres (PHCs) & central health centre (CHCs) as on 31st March, 2013 (From: Ministry of Health and Family Welfare) - Sikkim",2e235319-f55c-4d2f-b326-b8ae58d6c80e,2026-02-26,274,0
23,"State-wise number of General Duty Medical Officers (GDMOs) - Allopathic at central health centre (CHCs) as on 31st March, 2013 (From: Ministry of Health and Family Welfare)",3a003c14-1b8e-4280-b910-35dd3a453763,2026-02-26,381,0
24,"State-wise number of health worker [Female] /ANM at Sub Centres & PHCs as on 31st March, 2013 (From: Ministry of Health and Family Welfare) - Telangana",d7d03ee8-c69a-4425-beef-81135c567cee,2026-02-26,173,0
25,"State-wise number of health worker [Female] /ANM at Sub Centre as on 31st March, 2013 (From: Ministry of Health and Family Welfare) - Tripura",34b08e74-e72f-42de-9653-a4c9adcc56c6,2026-02-26,493,0
26,State-wise and sector-wise number of institution of B.Sc Nursing (N) during 2015 (From: Ministry of Health and Family Welfare) - Uttar Pradesh,1912881b-e707-4ba0-8db2-a17f97da3c52,2026-02-26,133,0
27,State/UTs wise State Programme Implementation Plan(SPIP) Approvals towards Mobile Medical Units under NHM from 2013-14 to 2015-16 (From: Ministry of Health and Family Welfare) - Uttarakhand,cd1bdd86-60b0-4318-a73a-31f688c4e612,2026-02-26,363,0
28,State/UTs wise information of Operational Mobile Medical Units up to 30.06.2015 (From: Ministry of Health and Family Welfare) - West Bengal,8b6d1d67-ef5e-4a47-9027-b087bee1b649,2026-02-26,215,0
29,State/UT wise number of Government Hospital & Beds in Rural & Urban Areas including CHCs in India Provisional during 2015 (From: Ministry of Health and Family Welfare) - Andaman and Nicobar Islands,05f4ceb9-ae35-4317-a0ff-55b7b2a77970,2026-02-26,330,0
30,List of Mission Indradhanush Phase 1 districts in Uttar Pradesh (From: Ministry of Health and Family Welfare),2a3b975c-e0e8-4918-8989-3dc65fafd2d7,2026-02-25,467,0
31,List of Govt. Mental Hospitals during 2015 (From: Ministry of Health and Family Welfare) - Chandigarh,f0052a28-ba59-4ce4-901a-b9e36626fe27,2026-02-25,412,0
32,Allocation details for each of the National Health Schemes(CSS) forming part of National Health Mission during the UPA Government vis-a-vis NDA Government from 2012-14 to 2014-16 (From: Ministry of Health and Family Welfare) - Dadra and Nagar Haveli,66c54165-abd3-4c40-a528-5500c4ea2821,2026-02-25,426,0
33,Vacant Posts of Doctors and Support Staff in Rural Areas - 2014-15 (From: Ministry of Health and Family Welfare),0d153759-8641-4373-93ab-3f2f87ae8a27,2026-02-25,222,0
34,Financial assistance provided for modernization of Government Mental Health Hospitals 2005-06 to 2008-09 (From: Ministry of Health and Family Welfare) - Lakshadweep,f47f1169-4b27-4bb7-ad1d-45243b4a58d6,2026-02-25,328,0
35,Details of State wise fund allocation for NDD (National Deworming Day) from 2014-15 and 2015-16 (From: Ministry of Health and Family Welfare) - Delhi,358e5c9b-0992-45ad-be40-5bf98efe7698,2026-02-25,262,0
36,Intensified Diarrhoea Control Fortnight (IDCF) (extended forwards) 28 July - 14 August 2014 (From: Ministry of Health and Family Welfare),094fe2fd-397b-467e-b4be-db5aa1465e8c,2026-02-25,413,0
37,List of Phase 1 districts included in Phase 2 (73 districts)of Mission Indradhanush - 2015 (From: Ministry of Health and Family Welfare),525ca593-8bfe-4edd-a4c3-b76a45d530d6,2026-02-25,101,0
38,List of 279 Medium Focus Districts of Phase 2 of Mission Indradhanush - 2015 (From: Ministry of Health and Family Welfare),3b54f04a-7e35-4d64-af64-9ea5adabc61b,2026-02-25,159,0
39,List of 201 High Focus Districts of Mission Indradhanush - 2015 (From: Ministry of Health and Family Welfare),ec9b0c3f-2fb5-43e4-8391-848e7b33c95d,2026-02-25,319,0
40,Status of opening of the Wellness Centres (CGHS) in 12 new cities - 2015 (From: Ministry of Health and Family Welfare),274d29d0-f57f-4c27-9fd6-bc9cf5544a71,2026-02-25,369,0
41,Immunisation rate in urban and rural India - 2009 (From: Ministry of Health and Family Welfare),1da62916-0641-4e2e-857e-287d3dda193d,2026-02-25,175,0
42,Annual Public Laboratory Testing Report of Packaged Drinking Water from 2014-2015 (From: Ministry of Health and Family Welfare) - Chhattisgarh,506f5bab-67fd-434e-8aa4-90f6ee6ba375,2026-02-25,353,0
43,"Number of license/registration issued to Mineral Water Production Units under the Food Safety and Standards Act, 2006 - 2015 (From: Ministry of Health and Family Welfare)",aa396927-7e37-47b4-b134-48f6f1eb119f,2026-02-25,259,0
44,Detail of Financial Performance against SPIP Approvals under Janani Suraksha Yojana (JSY) from 2010-11 to 2015-16 (From: Ministry of Health and Family Welfare) - Gujarat,c99af7f6-67bd-452e-8b25-ee69c7750eb3,2026-02-25,473,0
45,"State-wise number of General Duty Medical Officers (GDMOs) - Allopathic at CHCs as on 31st March, 2015 (From: Ministry of Health and Family Welfare)",3b3c6272-97d2-49c8-ad12-9ab046ddc45c,2026-02-25,209,0
46,Maternal Mortality Ratio (Per 100000 live births) from 2007 to 2013 (From: Ministry of Health and Family Welfare) - Himachal Pradesh,b6e37ccd-e17b-455a-bfe4-edb9923e5b21,2026-02-25,250,0
47,"SPIP Approval and Utilization towards Maternal Health, Child Health & Immunisation under NHM from 2012-13 to 2014-15 (From: Ministry of Health and Family Welfare) - Jharkhand",05cba5a6-4e1f-4dc9-aa5c-763580167908,2026-02-25,175,0
48,Status of Accredited social Health Activist (ASHA) Selection and Shortfall from 2013 to 2015 (From: Ministry of Health and Family Welfare) - Karnataka,ae58af44-81a9-48e9-bec4-20935b70b27c,2026-02-25,471,0
49,State/Uts-wise Incidence and rate of deaths due to road accidents from 2012 to 2014 (From: Ministry of Health and Family Welfare) - Kerala,3f73bf46-78fd-4b8e-ba08-9c2f0147ad28,2026-02-25,475,0
50,Maternal Mortality Ratio (MMR) from 2010 to 2013 (From: Ministry of Health and Family Welfare) - Madhya Pradesh,1c3014c5-55ac-415c-9c4b-017b24e38921,2026-02-25,155,0
51,Number of samples tested and enforcement actions taken by State Drugs Controller from April 2013 to March 2014 (From: Ministry of Health and Family Welfare) - Maharashtra,f2578b74-9987-4e32-a76f-9f7950cac6a9,2026-02-25,406,0
52,Number of samples tested and enforcement actions taken by State Drugs Controller from April 2014 - March 2015 (From: Ministry of Health and Family Welfare),61011cca-050f-44ee-8501-705d12580281,2026-02-25,168,0
53,State-wise Malaria Cases and Deaths from 2012 to 2015 (From: Ministry of Health and Family Welfare) - Meghalaya,ebac3c4c-e351-44af-9375-ef633c8dee9d,2026-02-25,434,0
54,"Finalised Rates of Oncology Drugs at AMRIT Pharmacy, AIIMS New Delhi as on 07.12.2015 (From: Ministry of Health and Family Welfare)",dc78889c-8b37-442a-bce1-1bb80f221cbc,2026-02-25,368,0
55,State/UT-wise Funds Released under Soil Health Card Scheme during 2020-21 - Mizoram,1c848450-6f1f-431e-ad3b-546941d1556a,2026-02-25,99,0
56,State/UT-wise Central Release of Grants in Aid under the India COVID-19 Emergency Response and Health System Preparedness Package during 2020-21 - Nagaland,c973e51f-925f-405b-a648-1cb4ccbf07f4,2026-02-25,155,0
57,"State/UT-wise Details of SPIP Approval and Expenditure under Janani Suraksha Yojana (JSY), National Health Mission (NHM) from 2020-21 to 2024-25 - Odisha",7025e5e5-bac5-4e9e-9467-4b5a40779d0a,2026-02-25,117,0
58,"State/UT-wise Details of Percentage of Women and Men age 15-49, who Drink Alcohol as per National Family Health Survey (NFHS) during NFHS - 4 (2015-16) to NFHS - 5 (2019-21)",e6b0a4d3-392c-4485-82a7-914b743c7412,2026-02-25,131,0
59,State/UT-wise Number of Accredited Social Health Activists (ASHAs) in Position under National Health Mission (NHM) as on 30-09-2024 - Rajasthan,0cfa001a-5ac2-49a2-9ec1-edd64ba92dba,2026-02-25,326,0
60,State/UT-wise Details of Maternal Health-Related Hospital Admissions Along with Amount Authorized under Ayushman Bharat (AB) Pradhan Mantri Jan Arogya Yojana (PM-JAY) from 2020-21 to 2024-25 - Sikkim,12fba479-236e-4169-a01c-175b86af8ae7,2026-02-24,326,0
61,Year-wise Details of Government Health Expenditure (GHE) as Share of Gross Domestic Product (GDP) from 2019-20 to 2021-22 - Tamil Nadu,cd0e6f32-f517-47c5-bb47-148490c3d701,2026-02-24,451,0
62,"State/UT-wise Details of SPIP Approval and Expenditure under LaQshya Programme, National Health Mission (NHM) from 2020-21 to 2024-25 - Telangana",c15386f3-4323-4ff7-b08c-a5abbf596a83,2026-02-24,138,0
63,State/UT-wise Details of Fund Expenditure for Accredited Social Health Activists (ASHAs) Workers under National Health Mission (NHM) form 2019-20 to 2024-25 - Tripura,4557c639-8ef4-4fb5-b698-698352f93451,2026-02-24,404,0
64,Year-wise Details of State Programme Implementation Plan (SPIP) Approvals on Health Infrastructure under National Health Mission (NHM) for the State of Madhya Pradesh from 2021-22 to 2023-24,52574f37-dc58-45ff-afae-f2d7e4689097,2026-02-24,318,0
65,Year-wise Details of Fund Expenditure Incurred on Aarogya Mandirs (AAM) under National Health Mission (NHM) for the State of Telangana from 2018-19 to 2023-24,8ee4400d-7f8b-465f-938f-c1ad3af9b0db,2026-02-24,229,0
66,State/UT-wise Number of ASHAs in Position under National Health Mission (NHM) from 2020-21 to 2024-25 - Uttar Pradesh,69715cde-d0fe-40f1-bb49-285bfe8340ed,2026-02-24,138,0
67,State/UT-wise Number of Facilities under National Programme for Prevention and Control of Non Communicable Diseases (NP-NCD) as part of National Health Mission (NHM) as on 28-02-2025 - Uttarakhand,3b9c6c45-5d25-4c65-9986-5e721be244a0,2026-02-24,125,0
68,Year-wise Details of Budget Allocation and Funds Released under National Mental Health Programme (NMHP) from 2019-20 to 2023-24 - West Bengal,3a5bf222-f00d-4f61-944c-424d66f87cff,2026-02-24,484,0
69,State/UT-wise Number of Paediatric TB Cases Notified in the World Health Organisation (WHO) Global TB Report in Country from 2022 to 2024 - Andaman and Nicobar Islands,7aa76903-e58b-4ae9-83e1-722975edd789,2026-02-24,417,0
70,State/UT-wise Details of Approvals for District Mental Health Programme (DMHP) under National Health Mission (NHM) from 2019-20 to 2023-24 - Chandigarh,ddf180af-a8f3-4b88-b31d-0c5bdb30ebe6,2026-02-24,79,0
71,Details on the COVID 19 Vaccination Coverage across Health Unit Districtwise in Tamil Nadu till 08.02.2022/day 375,d4517ac7-526a-4622-bb6a-79a7d53ec557,2026-02-12,254,0
72,"All India Health Centres Directory as on 7th October, 2016 - Dadra and Nagar Haveli",db2e3a80-ea7a-4ead-987a-9564fcee3c08,2026-02-10,416,0
73,"All India and State/UT-wise Factsheets of National Family Health Survey (NFHS) - 5, 2019-2021",7c568619-b9b4-40bb-b563-68c28c27a6c1,2026-02-10,210,0
74,Health Institutions in Sikkim 2015,72346933-88c8-4feb-af09-4c06176d1e71,2025-10-10,466,0
75,Report on the COVID 19 Vaccination Coverage across Health Unit district wise in Tamil Nadu as on 03.07.2022,e8d47d03-62f1-4a6b-8deb-9c72b906b63d,2025-10-10,335,0
76,COVID-19 Bed Vacancy details under Covid Health Centres and Covid District Hospitals in Tamil Nadu as on 30/06/2022,15d377ed-d9f6-4fb8-a58b-545cf1283ca1,2025-10-05,63,0
77,"Total Number of Specialists, General Duty Medical Officers - Allopathic and Radiographers At Community Health Centres as on March 2011",4ec34bf3-54c1-48c0-ad3e-f04ab79cb73e,2025-09-30,437,0
78,Administrative Structure And Rural Health Infrastructure - Delhi,0df3612e-e432-4e74-a822-440812fbe7be,2025-09-30,352,0
79,Urban Primary Health Center : Chennai : as on 20-06-2019,cf84eb50-16d8-463f-8d73-9e010eb14a23,2025-09-14,369,0
80,Erode Financial Health from 2014-15 to 2020-21,7075cf93-aea8-49ca-812d-b65530076200,2025-09-14,258,0
81,List of Government Health Facilities in Meghalaya,e259e0c7-8e81-4805-a69c-dbecf9a04429,2025-09-13,204,0
82,District Wise Mental Health Patients 2020-21,ec192100-c0ad-4b9c-a8f6-8b8f06f51bcf,2025-09-13,394,0
83,District Wise Mental Health Patients 2018-19,2a0f2cdd-aabb-470c-9ef0-6560bef0a9d6,2025-09-13,385,0
84,District Wise Mental Health Patients 2019-20,de55c1f2-9441-4662-9a8a-24f26888b624,2025-09-13,473,0
85,District Wise Mental Health Patients 2021-22,461aec86-3129-49df-90ec-0b5ee7efac21,2025-09-13,428,0
86,Financial Health Pune,99cd811c-51bf-43b2-ab7e-3c40fa617190,2025-09-13,309,0
87,Health Infrastructure Catalog : Jhansi : 2019,35e30b2b-9639-432d-aaaf-f7d7b4ce91a5,2025-08-31,106,0
88,Year-wise Details of Indicators for Children National Family Health Survey (NFHS-1 to NFHS-5) from 1992-93 to 2019-21 - Puducherry,7fe23d18-c688-4433-8a32-92095f3cbd47,2025-08-13,398,0
89,State/UT-wise Details of Central Release and Expenditure under National Health Mission (NHM) during 2024-25 - Ladakh,cc3e411d-9b52-4193-aad4-f9a074335195,2025-08-12,352,0
90,State/UT-wise Details of Central Release and Expenditure under Pradhan Mantri- Ayushman Bharat Health Infrastructure Mission (PM-ABHIM) during 2024-25 - Andhra Pradesh,373331f5-7187-42b7-adc2-6c4c2e2b827e,2025-08-12,500,0
91,Category-wise Number of Essential Medicines List and Essential Diagnostic Accessibility of Medicines under Ayushman Bharat Health and Wellness Centres (AB-HWCs) in India as on 28-02-2025 - Arunachal Pradesh,3a8b3303-cef7-4a71-947a-58f0617ae4b9,2025-08-11,465,0
92,Category-wise Details of Achievements Recorded in National Family Health Survey (NFHS) (in reply to Unstarred Question as on 26th March 2025) - Assam,a667ee6a-abb5-4ffb-9d2f-64e94c3fa4e8,2025-08-11,151,0
93,Year-wise Details of Fund Allocated and Utilized under Livestock Health & Disease Control Programme (LHDCP) to Minimize Risks to Animal Health form 2019-20 to 2024-25 - Bihar,6c8e7211-1cd8-4395-b913-f8169d84701a,2025-08-11,239,0
94,State/UT-wise Details of Prevalence of Anemia among all Women age 15-49 years (%) as per National Family Health Survey (NFHS-5) during 2019-21 - Chhattisgarh,031a97d1-db7a-4afa-96b5-1d196a90b48b,2025-08-11,189,0
95,Year-wise Number of Beneficiaries under the Health Ministers Cancer Patient Fund (HMCPF) from 2019-20 to 2023-24 - Goa,fb88114f-54d2-4d3b-8a7a-9ed93f903a0f,2025-08-11,152,0
96,State/UT-wise Details of Central Release under National Health Mission (NHM) form 2021-22 to 2023-24 - Gujarat,7068507d-cc17-478a-81d8-8fb3921268bd,2025-08-11,292,0
97,State/UT-wise Details of Central Release under Pradhan Mantri Ayushman Bharat Health Infrastructure Mission from 2021-22 to 2023-24 - Haryana,838adbb6-3334-4be8-908d-2cffafaaf0d5,2025-08-11,151,0
98,State/UT-wise Details of State Program Implementation Plan (SPIP) Approval and Expenditure on Infrastructure Strengthening under National Health Mission (NHM) from 2021-22 to 2023-24 - Himachal Pradesh,91f05b17-6f9c-428e-bfbe-42a4e274c35e,2025-08-11,466,0
99,State/UT-wise Details of Central Release under National Health Mission (NHM) from 2013-14 to 2023-24 - Jharkhand,0c9921e2-1c97-4aa0-8a44-516ed160f4b6,2025-08-10,225,0
100,Year-wise Details of Budget Allocated under National Mental Health Programme (NMHP) from 2020-21 to 2023-24 - Karnataka,28f8055a-6c20-4aef-87bd-a47427ce43f1,2025-08-10,271,0
101,State/UT-wise Number of Operational Mobile Veterinary Units under Livestock Health and Disease Control Programme (LHDCP) scheme (in Reply to Starred Question on 19 March 2025) - Kerala,569b6f8d-99f4-4ec0-88bc-597217562728,2025-08-10,300,0
102,State/UT-wise Number of Leprosy Cases Detected Across the Country Umbrella of National Health Mission (NHM) during 2023-24 - Madhya Pradesh,c38fcdf7-1f8e-428b-9cc8-52b2e67d5c83,2025-07-20,203,0
103,State/UT-wise Details of Central Release under National Health Mission (NHM) from 2019-20 to 2023-24 - Maharashtra,ab3e6f64-cb20-400d-837b-174186fe5d57,2025-07-20,401,0
104,State/UT-wise Details of Central Release and Expenditure under National Health Mission (NHM) from 2021-22 to 2023-24 - Manipur,c1a9b34c-be1b-4792-8ef2-f17758fcba85,2025-07-20,416,0
105,State/UT-wise Number of Soil Health Cards Issued under Soil Health and Fertility of PM-Rashtriya Krishi Vikas Yojana (PM-RKVY) from 2014-15 to 2024-25 - Meghalaya,9e882a8f-b5fc-4779-bc74-3052bf1363fe,2025-07-20,494,0
106,State/UT-wise Details of Central Release of Funds under National Health Mission (NHM) from 2021-22 to 2023-24 - Mizoram,d8aeb2dc-6150-40e7-b510-c04c0d37dedc,2025-07-20,372,0
107,Year-wise Details of Funds Allocated and Utilized under the Health Ministers Cancer Patient Fund (HMCPF) from 2019-20 to 2023-24 - Nagaland,c2d018fa-1884-4060-bfbf-d5fde8b60685,2025-07-20,362,0
108,Year-wise Details of Claims Paid by the General and Health Insurers from 2021-22 to 2023-24 - Odisha,32f7caca-cac2-4c03-b891-58bb086cd551,2025-07-20,120,0
109,State/UT-wise Details of Central Release of Funds under Pradhan Mantri Ayushman Bharat Health Infrastructure Mission (PM ABHIM) from 2021-22 to 2023-24 - Punjab,e6d8e391-2f91-4d41-8ea9-4a17286a089d,2025-07-20,445,0
110,State/UT-wise Details of Central Release under National Health Mission (NHM) from 2021-22 to 2023-24 - Rajasthan,56060235-b278-498f-997e-1b2394369863,2025-07-20,456,0
111,State/UT-wise Number of Mobile Health Team (MHT) and District Early Intervention Centre (DEIC) during 2023-24 - Sikkim,2326211a-9ffa-4eb0-b1d1-fe03706da2f4,2025-07-20,341,0
112,Health facility-wise Number of Health Facilities Operational as per the annual publication of Health Dynamics of India (HDI) 2022-23 in Odisha (in reply to Unstarred Question as on 4th February 2025),1054d487-aef2-4dc3-93c4-307357931c49,2025-06-27,118,0
113,State/UT-wise Details of Budget Approved and Expenditure for Accredited Social Health Activist (ASHA) Worker Remuneration under National Health Mission from 2018-19 to 2024-25 - Tamil Nadu,272e63d3-d5a0-4845-9ec2-62ac48d3518e,2025-06-27,163,0
114,State/UT-wise Number of Mobile Medical Unit (MMU) under National Health Mission (NHM) as on 01-09-2024 - Telangana,1b146f9c-87d5-486c-8b03-82f9511af4d4,2025-06-27,238,0
115,State/UT-wise Number of Community Health Officer (CHO) Posts Vacant in AAM- Sub-health Centres in Rural Areas under Ayushman Bharat Pradhan Mantri Jan Arogaya Yojana (AB-PMJAY) as on 28-02-2025 - Tripura,4a0fbe8a-d806-490a-b5bc-011b46bcb2ac,2025-06-27,57,0
116,State/UT-wise Details of Central Release under Pradhan Mantri Ayushman Bharat Health Infrastructure Mission (PM-ABHIM) from 2021-22 to 2023-24 - Uttar Pradesh,5d324dd2-29ec-4e20-ac68-f6dd2211edd9,2025-06-27,464,0
117,State/UT-wise Details of State Program Implementation Plans (SPIP) Approvals on Health Infrastructure under National Health Mission (NHM) from 2019-20 to 2023-24 - Uttarakhand,5c0cc30a-542d-47a1-a0b2-ac6b8d23d2c8,2025-06-27,104,0
118,State/UT-wise Number of Average Footfall at Health and Wellness Centres (HWCs) under National Health Mission (NHM) (In reply to Unstarred Question as on 18th March 2025) - West Bengal,44fb83af-51f7-4d3a-9711-aab08ec0efa7,2025-06-27,478,0
119,State/UT-wise Details of SPIP Approvals and Expenditure for National Programme for Prevention and Control of Non Communicable Diseases (NP-NCD) under National Health Mission (NHM) during 2024-25 - Andaman and Nicobar Islands,b94be8ac-dc06-4426-b5db-a00c5885d046,2025-06-05,449,0
120,Facility-wise Number of Essential Medicines List (EML) to be Made Available at the Public Healthcare Facilities under PMBJP (In reply to Unstarred Question as on 11th March 2025) - Chandigarh,441e3053-ff75-4f52-8541-e0e6dcc218d6,2025-06-02,224,0
121,State/UT-wise Details of SPIP Approvals for Accredited Social Health Activists (ASHA) Workers under National Health Mission (NHM) from 2021-22 to 2023-24 - Dadra and Nagar Haveli,15c6a2c4-247e-47c6-9324-4856502eddc1,2025-06-02,392,0
122,State/UT-wise Details of SPIP Approvals for National Programme for Prevention and Control of Non Communicable Diseases (NP-NCD) under National Health Mission (NHM) from 2021-22 to 2023-24 - Daman and Diu,27caffe4-fc78-489f-a10f-9ddedd81e90f,2025-06-02,191,0
123,"Hospital-wise Total Number of Beds Available in Central Government Hospitals as per data of National Health Profile-2023, (in reply to Unstarred Question as on 4th February 2025) - Lakshadweep",033001e1-9a33-4b38-9fe4-4c54d95c0e1c,2025-06-02,223,0
124,State/UT-wise SPIP Approval on National Ambulance Services under National Health Mission (NHM) from 2021-22 to 2023-24 - Delhi,507ab469-df35-45f1-b840-e8a3c5ce46a3,2025-06-02,131,0
125,Indicator-wise Details of Prevalence of Stunting among Children under 5 Years in the Country as per National Family Health Survey (NFHS-5) from 2019 to 2021 - Puducherry,c3384c12-f940-4705-a46a-cb9e3c573edc,2025-06-02,465,0
126,State/UT-wise Number of National Accreditation Board for Hospitals and Healthcare Providers (NABH) accredited Hospitals in the country as on 31-12-2024 - Ladakh,2b47dea3-ac74-4ab8-b720-326522da1cdb,2025-06-02,286,0
127,State/UT-wise Number of Basic Life Support (BLS) and Advanced Life Support (ALS) Ambulances available and operational under National Health Mission (NHM) as on 30-06-2024 - Andhra Pradesh,6344b37f-7ba6-499d-8675-7024944a688e,2025-06-02,101,0
128,State/UT-wise SPIP Approvals and Expenditure for National Programme for Prevention and Control of Non Communicable Diseases (NP-NCD) under National Health Mission (NHM) from 2021-22 to 2023-24 - Arunachal Pradesh,6da18d3e-47f2-4ab1-bab9-0525e5265e33,2025-06-02,50,0
129,State/UT-wise Details of Per Capita Total Government Health Expenditure from 2017-18 to 2021-22 - Assam,17564051-b5ef-43f7-aa73-29c7812caabb,2025-06-02,287,0
130,Year-wise Details of Indicators for Children from National Family Health Survey (NFHS) -1 to NFHS-5 from 1992-93 to 2019-21 - Bihar,59f1b91f-1037-40b8-a593-a234bc140107,2025-05-23,292,0
131,Year-wise Details of Health Sector Disaster Preparedness and Response Scheme (HSDPR) from 2020-21 to 2024-25 - Chhattisgarh,5bb2d926-4cda-4aa4-9b05-b9d22e98c980,2025-05-23,132,0
132,Category-wise Details of Air Quality Index (AQI) Values and Corresponding Ambient Concentrations (Health Breakpoints) for the Identified Eight Pollutants and Associated Health Impacts as on 5-09-2024 - Goa,3574ca64-1700-4fac-835b-03e92a948c6b,2025-05-22,258,0
133,Category-wise Details of Maternal Health Indicators Achievements National Family Health Survey (NFHS) -IV and V during 2015-16 and 2019-21 - Gujarat,938289b7-efff-44a9-b1d9-89a4d053191f,2025-05-22,331,0
134,Category-wise Details of Major Improvement in Health Infrastructure (in reply to Unstarred Question as on 18th December 2024) - Haryana,5f3dabee-3dd5-4c6f-8c7a-21ef73bd9064,2025-05-22,256,0
135,State/UT-wise Details of Fund Release and Expenditure under Pradhan Mantri Ayushman Bharat Health Infrastructure Mission (PM-ABHIM) from 2021-22 to 2024-25 - Himachal Pradesh,d3a17791-1c7e-4ff7-92a1-2ff96f0c9703,2025-05-22,398,0
136,"State/UT wise Details of Prevalence of Stunting, Wasting and Underweight among Children under Five Years of Age as per National Family Health Survey-5 from 2019 to 2021 - Jharkhand",81403218-c566-4b1d-b71b-7a2a002026fe,2025-05-22,273,0
137,Year-wise Details of Central Release under National Health Mission (NHM) for the State of Assam from 2021-22 to 2023-24,df9a11d5-e8a3-4b0b-925d-958df573c325,2025-05-22,180,0
